Detector,ParticleType,x[cm],px[MeV/c],y[cm],py[MeV/c],z[cm],pz[MeV/c],TotalEnergy[MeV]
1,pi+,14.4267,-0.0341886,2.4524,0.0681671,450.95,0.445166,333.154
2,pi+,12.4448,0.0800919,15.8405,0.0788149,1097.45,0.41726,314.536
1,pi+,-9.58485,0.010788,5.06489,0.204837,450.95,1.40375,1285.94
2,mu+,3.29176,-0.192918,-23.5727,-0.0213086,1097.45,1.33087,1243.43
3,mu+,-39.4999,0.0906485,39.7002,0.150456,1769.95,1.24953,1160.58
2,pi-,-24.2951,0.147954,57.7306,0.0455808,1097.5,-0.0238266,70.2279
1,pi+,-8.71243,0.15574,9.46008,0.20867,450.95,1.08366,983.642
2,mu+,1.33681,0.165685,5.97968,0.0586015,1097.45,0.657932,583.489
3,mu+,-13.5821,-0.0515264,-35.1888,0.131419,1769.95,0.574023,494.835
1,pi-,4.76539,0.167197,-2.72268,-0.0592885,450.95,1.27094,1151.26
2,pi-,-16.7808,-0.0236106,9.75612,-0.168486,1097.45,1.22178,1101.87
1,pi+,-1.99275,0.0479392,3.55486,0.0398024,450.95,2.27743,2142.98
2,pi+,6.23085,-0.0281062,-5.79854,-0.0549647,1097.45,2.27634,2141.88
3,pi+,-9.01439,-0.0601659,-13.0392,0.0117276,1769.95,2.27493,2140.46
1,pi+,-2.21887,-0.150266,-19.9076,-0.0814513,450.95,0.736382,629.164
2,pi+,-12.4635,0.0985087,-0.486385,0.11003,1097.45,0.655211,546.426
1,pi-,-2.52433,-0.0747316,3.9125,0.0264763,450.95,0.744861,622.39
2,mu-,-9.50413,0.0285632,-4.10157,-0.0757704,1097.45,0.734632,640.938
3,mu-,10.7991,-0.0776072,18.1332,0.0273083,1769.95,0.733364,639.832
1,pi+,9.57391,0.119375,-2.21665,-0.119781,450.95,0.521586,426.229
3,mu+,-1.45889,0.0153472,-27.6732,0.03626,1769.95,0.104739,48.2382
1,pi+,2.07727,0.0541701,4.41865,0.0171315,450.95,1.50176,1369.74
2,pi+,-2.55887,-0.0398439,-4.05321,0.0345379,1097.45,1.50042,1368.25
3,pi+,0.0957246,0.0463943,15.4296,0.0235681,1769.95,1.49932,1367.13
1,pi+,-1.533,-0.0788917,-6.74426,0.0322363,450.95,0.518793,404.386
2,pi+,-8.38177,-0.0859864,-13.1284,-0.00706673,1097.45,0.517406,403.23
3,pi+,-12.359,-0.0844881,-15.3526,-0.0245854,1769.95,0.472934,361.318
1,pi-,4.36704,0.116899,13.6596,0.144559,450.95,0.64578,546.778
2,pi-,-19.9436,-0.0133758,6.37862,-0.206445,1097.45,0.574358,486.661
1,pi-,3.96908,0.0244562,-1.54774,-0.0141874,450.95,0.605026,481.989
2,pi-,1.61888,-0.0284531,0.914813,-0.0130394,1097.45,0.603739,480.881
3,pi-,8.03899,-0.0224856,0.345968,0.0276447,1769.95,0.602192,479.61
1,pi+,-10.3425,-0.33275,-6.09058,0.0158772,450.95,1.30149,1211.11
3,mu+,-21.9176,-0.0312003,4.7661,0.118444,1769.95,0.536192,454.402
1,mu+,-0.800593,-0.0178829,-4.55248,-0.0628384,450.95,0.590693,497.955
2,mu+,0.434241,0.0648514,1.98125,0.00557686,1097.45,0.589554,496.815
3,mu+,-9.92672,0.0132611,-7.33045,0.0632064,1769.95,0.588399,495.63
1,mu-,5.45026,0.0793934,-10.9488,-0.135494,450.95,0.722889,641.599
3,mu-,23.5031,0.0646558,-4.76097,0.089043,1769.95,0.496496,413.746
1,pi-,0.744631,-0.0346992,1.93107,0.00937075,450.95,0.794265,667.665
2,pi-,-2.99614,-0.00827393,0.0343914,-0.0342744,1097.45,0.792745,666.139
3,pi-,12.0975,-0.0124607,1.22555,0.0352804,1769.95,0.790841,664.364
1,mu+,20.1173,-0.0535312,2.9899,-0.128218,450.95,0.233552,185.916
2,mu+,6.86222,0.0173845,16.3865,0.11877,1097.45,0.209075,157.561
2,pi+,-31.4193,-0.111789,6.35645,0.156182,1097.5,0.338514,273.905
3,mu-,-27.9306,-0.0427202,-12.4318,0.0174012,1769.95,0.241322,161.789
1,pi-,15.7508,0.229509,-9.79241,0.101384,450.95,0.66834,587.83
2,pi-,-11.4304,-0.131302,1.6324,-0.179628,1097.45,0.594266,510.151
1,pi+,-19.0835,-0.166344,-1.64928,0.149887,450.95,0.851067,751.458
1,pi-,2.01121,0.462916,-12.4924,-0.102456,450.95,1.88702,1811.1
1,pi+,5.82442,0.0559996,-7.81945,-0.08761,450.95,0.282489,192.23
1,mu+,-16.5936,-0.0857219,-4.28796,0.101803,450.95,0.397186,326.351
2,mu+,-3.32229,0.0121553,-0.814556,-0.118827,1097.45,0.362664,290.518
3,mu+,-48.0433,-0.0842277,-27.0051,0.0514742,1769.95,0.289176,217.653
1,mu+,15.2195,0.0800818,-3.93158,0.0358032,450.95,0.207339,143.034
1,pi-,-6.86703,-0.0569517,-3.64295,-0.141726,450.95,0.34751,264.871
1,pi+,3.9403,0.101118,-6.37954,-0.131894,450.95,0.753002,644.083
3,pi+,5.33346,-0.000639678,-13.8246,-0.062935,1769.95,0.601383,480.996
1,mu-,-12.2899,-0.00267251,-13.459,-0.0273717,450.95,0.0593546,18.6113
1,pi-,-13.0112,-0.165344,-13.6638,-0.290464,450.95,1.21999,1133.05
1,pi+,0.584944,0.0190666,0.694591,0.0568515,450.95,0.611515,490.53
2,pi+,1.81547,-0.0565228,-6.60545,-0.0232477,1097.45,0.610193,489.357
3,pi+,8.53695,0.0166455,6.20747,-0.0586731,1769.95,0.609076,488.262
1,pi-,8.41885,-0.0412248,11.388,0.105487,450.95,0.429454,325.98
1,pi+,11.934,0.0753992,-2.82308,-0.0802117,450.95,0.926235,803.569
2,pi+,19.0714,0.0291148,-4.9566,-0.106308,1097.45,0.924899,802.272
1,mu-,-4.17393,-0.031302,-8.27663,4.19073e-05,450.95,0.177478,103.248
2,mu-,-2.50232,0.0179652,-6.58435,0.0258655,1097.45,0.175945,101.976
3,mu-,-10.8843,0.0176413,-7.27807,-0.0275604,1769.95,0.173937,100.469
1,pi-,3.10307,-0.0791851,0.993104,0.0363971,450.95,1.86219,1729.88
2,pi-,2.05998,0.0865658,-16.7142,-0.0171109,1097.45,1.86094,1728.68
3,pi-,25.3693,0.0160105,-0.696963,0.0877937,1769.95,1.85959,1727.38
3,mu+,20.2972,-0.0287234,-32.3621,0.0388212,1769.95,0.217065,140.538
1,pi-,10.1916,0.0469287,-1.1408,0.316928,450.95,2.17978,2068.05
1,pi-,-15.7583,0.344594,-11.109,-0.4543,450.95,2.17207,2110.43
1,pi+,10.2481,0.144279,15.3874,0.096368,450.95,0.727275,621.029
2,pi+,24.2502,-0.0613183,-6.69659,-0.135735,1097.45,0.605546,499.452
2,pi+,-8.04251,-0.0280432,-46.8247,0.00402278,1097.5,-0.160607,75.0853
1,mu-,1.61447,0.12354,-9.90396,-0.0195474,450.95,0.67415,588.09
2,mu-,0.291102,-0.120967,8.30779,0.0362578,1097.45,0.672311,586.522
3,mu-,12.1526,0.0495946,-26.0166,0.0931233,1769.95,0.585277,498.365
1,mu-,1.23306,0.000906397,2.02095,-0.00948717,450.95,0.0958982,37.3485
2,mu-,1.7898,-0.00272071,3.60518,0.00702255,1097.45,0.0926948,35.0992
3,mu-,-0.666711,-0.00688614,6.24282,0.00290901,1769.95,0.0882115,32.1851
2,pi-,-23.9561,0.128856,-5.12303,0.261797,1097.45,1.29213,1192.43
1,pi+,-19.4413,-0.213584,3.75761,0.266097,450.95,1.65103,1552.12
1,mu+,15.5999,0.121063,6.34745,-0.00964059,450.95,0.255661,196.46
2,mu+,11.82,-0.0498113,-8.28688,-0.0100691,1097.45,0.0931889,44.1094
3,mu+,-13.2051,-0.0442988,-1.8318,0.0248297,1769.95,0.0891889,41.6411
1,pi+,3.20093,0.0251578,9.87373,0.0914523,450.95,0.238584,152.66
2,pi+,22.046,0.0640998,12.8838,-0.0538844,1097.45,0.227991,140.558
3,mu+,29.1688,-0.00979454,-25.3745,-0.0185564,1769.95,0.0310914,6.45964
1,pi-,19.2935,0.0518096,5.97457,0.133695,450.95,0.221703,159.078
1,pi+,-3.92899,0.0369573,20.5294,0.260031,450.95,0.542407,479.031
2,mu+,6.03455,-0.00542684,17.2491,-0.0111988,1097.45,0.0938171,36.187
3,mu+,3.5788,-0.006246,12.4901,-0.00982278,1769.95,0.0905203,33.9594
1,pi-,8.34766,0.0895877,-3.65969,0.0399517,450.95,0.378017,275.157
2,pi-,-0.435815,-0.0258499,-0.649132,-0.0894077,1097.45,0.377718,273.725
3,pi-,25.5903,0.0669642,-37.0936,-0.107734,1769.95,0.28909,205.602
1,mu+,-1.97769,0.0808245,-12.5883,-0.00968198,450.95,0.27162,196.942
2,mu+,3.33349,0.0657538,-5.2388,0.0405339,1097.45,0.252064,178.36
3,mu+,14.0185,0.0682359,-0.824295,0.0314968,1769.95,0.203236,135.416
3,pi+,-5.75259,-0.105839,-12.8366,0.0272775,1769.95,0.151626,93.7024
1,pi+,6.29858,0.035664,1.61515,0.0316984,450.95,0.279825,176.75
2,pi+,5.89984,-0.0448873,-6.11016,-0.012917,1097.45,0.278617,175.532
3,mu+,9.98142,0.0371812,12.137,-0.0344962,1769.95,0.270174,188.842
1,pi+,16.9905,0.14766,-5.98403,-0.123064,450.95,0.534361,445.211
1,pi+,-2.02068,-0.0703707,-4.41375,-0.0367865,450.95,0.520598,405.23
2,pi+,-1.06704,-0.0435809,-12.9616,-0.0674613,1097.45,0.519282,404.106
3,pi+,-4.69593,-0.0109686,-11.7216,-0.0682294,1769.95,0.474521,359.856
1,pi+,-1.83104,0.144384,-15.1559,-0.00893181,450.95,0.0112838,61.7581
1,pi+,-2.38327,-0.0909469,-20.6804,-0.168328,450.95,0.513437,425.852
1,pi+,4.63572,-0.0426196,-6.50831,-0.118946,450.95,1.534,1405.94
2,pi+,-5.18041,0.117976,14.251,0.0358544,1097.45,1.53174,1403.45
3,pi+,29.3979,-0.0106821,-14.0989,-0.123626,1769.95,1.49709,1369.12
1,mu-,11.3756,0.0581195,0.623342,-0.0103968,450.95,0.0794211,39.1078
1,mu+,4.91389,-0.00974813,-4.24538,-0.114306,450.95,0.190371,140.442
2,mu+,1.78108,0.0470744,1.55768,0.0793414,1097.45,0.150184,99.8409
1,pi-,0.295352,0.106371,-3.78273,0.00339967,450.95,0.547907,435.763
2,pi-,-3.18709,0.0511998,-11.8393,-0.0891182,1097.45,0.54721,434.433
3,mu-,4.93627,-0.00657348,-2.63249,-0.0895395,1769.95,0.457875,372.749
1,pi+,5.74266,0.126296,10.1029,0.103898,450.95,0.389402,305.243
2,pi+,0.900401,-0.109077,6.1378,0.096383,1097.45,0.331046,248.062
1,pi+,-16.0624,0.0541215,12.6668,0.138718,450.95,0.527993,426.494
1,pi+,-7.08647,0.157089,11.3202,0.149513,450.95,1.56815,1449.64
2,pi-,23.802,-0.513321,8.84386,-0.184794,1097.45,2.22874,2159.22
1,pi+,-16.0767,-0.115443,9.31022,0.239631,450.95,0.608238,538.798
1,mu-,-13.4333,-0.140875,14.6121,-0.045353,450.95,0.327692,269.106
2,mu-,-9.89393,-0.037518,23.3597,0.106462,1097.45,0.249054,187.486
1,pi-,2.99165,0.101959,-11.5975,-0.127371,450.95,0.715319,607.276
2,pi-,22.1456,-0.0303863,3.25591,0.154548,1097.45,0.676356,568.77
3,pi-,-6.30997,0.151989,-35.6659,-0.00177105,1769.95,0.572146,468.652
2,pi-,-30.394,0.0570581,8.20267,-0.0538811,1097.5,-0.0228913,22.1779
1,pi+,-2.96468,-0.0364056,4.45832,0.0398874,450.95,0.458872,343.089
2,pi+,-7.3027,0.0200539,13.5736,0.0480522,1097.45,0.457716,341.777
3,mu+,4.96194,0.0681965,21.9446,-0.00285755,1769.95,0.398953,312.655
1,pi-,9.13494,0.134309,4.8242,-0.0050095,450.95,0.497042,393.904
3,pi-,-49.5911,-0.30717,9.85291,0.15878,1769.95,1.64338,1545.59
1,pi-,2.43997,0.211126,-6.18197,0.0659286,450.95,1.45551,1339.25
1,mu-,5.38493,-0.0308405,1.94266,0.00662348,450.95,0.104602,46.3281
2,mu-,7.8966,0.020801,4.85948,0.0229243,1097.45,0.101038,43.7759
3,mu-,5.3072,0.0205697,3.53084,-0.026228,1769.95,0.0965068,41.2704
2,pi-,-9.91335,-0.108681,-5.15224,-0.207673,1097.45,0.616294,534.4
1,pi+,-10.9457,-0.0790209,-11.0426,-0.0546765,450.95,0.43335,325.732
1,pi-,-0.810934,-0.0093874,0.717477,0.0198765,450.95,0.181858,90.7236
2,mu-,6.3574,0.0213395,3.7411,0.00302147,1097.45,0.106556,45.9408
3,mu-,4.80734,-0.0206945,13.3438,-0.000484418,1769.95,0.10364,43.7851
1,mu-,1.64155,-0.00863111,-20.4049,-0.0602313,450.95,0.10286,53.8599
1,mu+,1.67193,-0.0149426,-2.25888,-0.0443004,450.95,0.529272,436.078
2,mu+,5.99072,0.0181139,-4.24681,-0.0449494,1097.45,0.527974,434.961
3,mu+,4.09951,0.0426875,-0.983676,-0.0235649,1769.95,0.526788,433.829
1,mu-,7.26075,0.121704,-17.7404,-0.0128482,450.95,0.10912,89.4002
1,pi+,-17.3789,-0.333955,-1.87666,0.209547,450.95,1.89074,1796.88
2,pi-,12.8707,-0.0694481,-2.5984,-0.149733,1097.45,0.11301,104.344
1,pi-,-9.45244,-0.0411403,2.35297,-0.055603,450.95,0.220251,130.198
2,pi-,-1.46839,0.0209147,5.93873,0.0642806,1097.45,0.219009,128.784
3,mu-,-18.238,0.0296306,14.1004,-0.0031738,1769.95,0.1319,65.9489
2,mu+,1.13113,0.239918,23.7481,0.025689,1097.45,1.2624,1183.93
1,mu-,-7.36054,0.0442691,-9.13251,0.0134501,450.95,0.149203,82.931
2,mu-,-5.09077,0.0126107,-15.6999,-0.0462848,1097.45,0.146653,81.3495
3,mu-,8.70664,-0.023397,-11.6774,0.0237854,1769.95,0.126561,62.5516
1,pi-,-11.7534,-0.156832,3.00035,-0.002409,450.95,0.607186,502.891
2,pi-,1.70719,0.0722215,-2.72633,0.119394,1097.45,0.575824,469.136
3,pi-,-42.4092,-0.0143984,6.83249,0.0525356,1769.95,0.499905,382.304
1,pi+,-6.63992,-0.0458375,-2.50649,-0.0234072,450.95,0.398861,286.128
2,pi+,-9.47794,0.0455013,5.70327,0.0231634,1097.45,0.397717,285.007
3,pi+,5.66586,0.0391621,4.58803,-0.0306906,1769.95,0.39656,283.765
1,pi+,-15.7058,-0.109393,-3.66055,0.00543504,450.95,0.338473,242.582
2,mu+,-1.68515,0.043257,-0.0887709,-0.0887354,1097.45,0.236761,171.766
3,mu+,-21.0039,-0.0445129,-30.7207,-0.0302224,1769.95,0.148349,84.2516
1,pi-,-11.3327,-0.116104,10.1968,-0.0385946,450.95,0.567943,457.932
2,mu-,-17.3518,0.0184424,12.4155,-0.0186306,1097.45,0.340983,252.28
3,mu-,-7.15457,-0.000614191,16.9618,0.0255068,1769.95,0.339772,251.076
1,pi-,9.62913,0.1014,-6.82936,0.0432015,450.95,0.565105,452.859
2,pi-,4.38201,0.0534951,-14.2308,-0.0944709,1097.45,0.563964,451.464
1,mu+,-11.502,-0.141201,-4.97194,-0.0314742,450.95,0.584466,505.646
2,mu+,-0.442369,0.0292135,-6.76357,-0.130256,1097.45,0.551418,471.443
3,mu+,-14.551,0.0943664,0.857201,-0.0604395,1769.95,0.494056,411.848
1,pi+,0.809003,0.0415419,-0.123079,0.0174309,450.95,0.534143,414.341
2,pi+,-0.984445,0.0147907,3.5021,0.0399712,1097.45,0.532322,412.392
3,pi+,-1.03661,-0.0162829,-0.269153,0.0411913,1769.95,0.530966,411.217
1,pi+,7.3935,0.0958485,0.476586,-0.044173,450.95,0.857169,735.277
2,pi+,15.7175,0.0110059,-5.73429,-0.105943,1097.45,0.855903,734.154
1,pi+,4.08854,0.11917,9.13008,0.204998,450.95,1.01758,914.554
2,pi+,-3.53824,0.11612,15.1817,0.187897,1097.45,0.960504,855.837
3,pi-,10.5354,0.141199,-27.9305,-0.0117633,1769.95,0.213417,152.153
1,pi+,9.03802,0.059804,5.9759,-0.020342,450.95,0.264428,166.031
2,mu+,22.0034,0.0420974,6.92866,0.00128339,1097.45,0.142804,76.9075
1,pi+,-13.6597,-0.289828,-10.4025,0.160008,450.95,0.969831,894.67
2,mu+,22.6234,-0.00229871,3.56326,0.117849,1097.45,0.501864,420.578
1,pi+,-17.564,-0.0353954,1.62214,-0.038781,450.95,0.125126,55.0914
1,pi-,-2.12931,0.0173369,5.5746,0.0476198,450.95,0.474287,357.417
2,pi-,0.755121,-0.0168823,13.5825,0.0438266,1097.45,0.472893,355.721
3,mu-,-2.13526,-0.0107202,11.85,0.0267041,1769.95,0.460666,367.844
1,pi-,0.325677,-0.0374812,3.64504,0.0286504,450.95,0.801809,675.662
2,mu-,-2.16177,0.0118545,3.15495,0.00441052,1097.45,0.625949,529.271
3,mu-,-6.14904,0.00554331,3.89528,-0.0140051,1769.95,0.62395,527.353
1,mu+,-1.19604,0.0154797,4.46866,0.014965,450.95,0.0733663,24.7629
2,mu+,4.55175,0.00566372,16.1582,0.0166186,1097.45,0.0692062,21.8619
3,mu+,18.55,0.0230784,22.8917,0.00431312,1769.95,0.0602602,18.2211
1,pi+,-2.6638,-0.17339,-4.54321,0.0502641,450.95,1.92349,1797.41
3,mu+,4.61923,-0.0885738,-9.97018,-0.00571344,1769.95,1.23957,1141.57
1,pi+,18.9311,0.0375419,-4.55914,0.152445,450.95,0.0851376,87.0948
1,pi+,17.4615,0.0158317,-1.78714,-0.283409,450.95,2.29843,2180.52
1,pi+,12.1092,0.180175,15.855,0.00569962,450.95,0.917551,805.879
1,mu-,-15.8623,-0.16461,3.25474,-0.043336,450.95,0.189001,169.767
1,pi+,1.17627,0.173965,6.77773,-0.0173815,450.95,0.585243,486.972
2,pi+,-16.1169,-0.0297701,8.87908,0.173038,1097.45,0.583663,485.707
3,pi+,1.0402,-0.126505,-4.55999,0.0643268,1769.95,0.498487,397.189
1,pi-,-7.36962,-0.209005,11.0753,0.0227268,450.95,0.286643,242.324
1,pi-,-2.34759,0.0567053,-8.16291,-0.0935874,450.95,0.538194,427.092
2,pi-,-11.3934,-0.038297,-12.0347,-0.101374,1097.45,0.537002,425.757
3,pi-,-7.35003,-0.0761879,-8.96685,-0.0662654,1769.95,0.474213,364.963
1,pi+,2.99878,-0.0330615,-6.72098,-0.0495747,450.95,0.465338,349.888
2,pi+,-4.5788,-0.0602103,-14.8163,-0.00293494,1097.45,0.463544,348.268
3,mu+,-7.33422,0.0390879,8.57332,-0.00526974,1769.95,0.260174,177.907
1,pi-,-1.12691,0.05446,-4.87145,-0.188698,450.95,1.36057,1242.17
2,pi-,-0.646717,-0.188809,22.1307,-0.069245,1097.45,1.29778,1181.09
1,mu+,15.1634,0.151654,9.97639,-0.00368358,450.95,0.24719,203.015
1,pi+,-5.01646,0.0278673,-0.166471,0.155857,450.95,2.15087,2021.63
1,pi-,-2.34604,0.0025836,-14.2002,-0.118316,450.95,0.300842,212.553
2,pi-,9.22857,-0.0202965,-11.2712,0.0445034,1097.45,0.23795,140.595
3,pi-,7.69684,-0.00667544,-6.93375,0.0475627,1769.95,0.236601,139.297
1,mu-,8.71502,0.0361927,-5.6605,-0.0469445,450.95,0.184147,114.767
2,mu-,9.69608,-0.0409239,-6.197,0.00690226,1097.45,0.173266,101.482
3,mu-,15.6385,0.0165344,-13.2227,0.0401689,1769.95,0.171254,100.202
1,pi-,-14.1095,-0.0270996,-3.79321,-0.0489941,450.95,0.271869,171.118
2,mu-,-3.08606,0.0383538,-9.18393,0.0335906,1097.45,0.207612,132.807
3,mu-,-4.35699,-0.034405,12.3629,0.0331159,1769.95,0.206625,131.277
1,pi+,7.81,0.0478346,-17.4889,-0.108103,450.95,0.325327,233.648
1,mu-,-12.5783,-0.12218,6.60643,0.00621302,450.95,0.277423,215.424
3,pi-,13.6643,-0.0122378,-5.6533,-0.0563592,1769.95,1.45812,1326.35
3,mu+,-0.68154,0.00441254,18.6542,0.0832583,1769.95,1.16757,1069.65
1,pi+,-10.4609,-0.180695,-7.6811,0.0167213,450.95,0.845442,736.319
1,pi-,-12.8747,0.0470826,-12.7943,-0.211002,450.95,1.03133,923.378
1,pi-,-4.23898,-0.0826754,3.87811,-0.122936,450.95,0.842304,726.977
2,pi-,-8.18482,0.0786617,-10.7076,-0.126217,1097.45,0.840939,725.748
1,pi+,-9.41645,-0.330513,-14.074,-0.12058,450.95,1.8758,1774.03
2,pi+,24.7834,0.128321,1.03,-0.189259,1097.45,1.78749,1667.88
3,mu+,-17.8387,-0.0111274,-58.9476,0.0810551,1769.95,0.315931,237.372
1,pi+,-1.81289,-0.128319,-3.90617,0.0308014,450.95,0.583827,475.042
2,mu+,4.78249,0.0795223,12.8078,0.0337751,1097.45,0.351416,271.332
3,mu+,26.8742,-0.0537406,-18.2088,-0.0467518,1769.95,0.271276,194.055
1,pi+,-14.1321,-0.490624,-6.86094,0.198679,450.95,3.9702,3868.2
1,mu+,-2.34874,-0.025942,-12.348,-0.0247851,450.95,0.116161,55.4139
2,mu+,1.99259,0.0281389,-23.5405,-0.0268614,1097.45,0.112709,53.6532
1,pi+,-2.16252,-0.0457803,-2.87244,0.0158047,450.95,0.187174,98.8826
2,mu+,-20.4285,-0.0607147,-12.0033,-0.0226502,1097.45,0.135468,77.9569
1,pi+,13.5171,0.264296,5.83305,-0.13215,450.95,0.984775,898.013
1,pi-,-4.28801,-0.0861858,7.11734,0.027472,450.95,0.637728,519.49
2,pi-,0.0858589,0.0881855,-3.80703,0.00938241,1097.45,0.636519,518.078
3,pi-,-19.9467,0.0129544,6.46227,-0.0919868,1769.95,0.604345,487.6
1,pi-,-18.7531,-0.152175,-9.13952,-0.0865308,450.95,0.646313,544.421
1,pi+,-3.81583,-0.101077,3.31272,0.000507007,450.95,0.396773,293.01
2,pi+,0.894824,0.0952193,17.3021,-0.0297019,1097.45,0.385086,281.998
3,mu+,22.4275,0.00648944,-7.01777,-0.0560952,1769.95,0.272122,191.668
1,mu+,-9.68992,-0.0767044,12.8657,0.0749261,450.95,0.192843,138.983
1,pi-,6.03737,0.136146,-13.0105,-0.150475,450.95,0.728347,629.291
3,pi-,30.0997,0.054587,-5.17735,0.114117,1769.95,0.499566,394.329
1,pi-,-4.87855,0.0859679,-14.0879,-0.176356,450.95,0.484053,401.058
1,pi-,-5.00147,0.0272153,-7.0693,-0.0753889,450.95,0.304014,204.419
2,pi-,14.5074,0.0667553,-10.5266,0.0460857,1097.45,0.30127,202.225
3,pi-,-50.1987,-0.209322,14.4793,-0.156209,1769.95,0.649544,574.295
2,mu+,-0.464515,0.0416787,-28.4163,-0.0476638,1097.5,0.193985,124.13
1,pi-,-6.2144,0.0460005,-3.94976,0.00774979,450.95,0.174916,89.0158
2,mu-,3.41555,0.032874,-21.0098,-0.0557849,1097.45,0.128083,72.5595
1,pi+,0.237124,-0.101082,15.777,-0.21829,450.95,0.251875,235.648
1,pi+,0.0971324,0.0789601,8.24719,0.072436,450.95,3.10323,2968.65
2,pi+,17.2871,0.0331764,1.38486,-0.0998136,1097.45,3.10203,2967.37
3,pi+,13.9333,-0.0630907,-20.4892,-0.0887378,1769.95,3.10028,2965.76
1,pi-,5.6875,0.333895,-3.29907,-0.0477641,450.95,1.38995,1297.52
1,pi-,5.18743,-0.0116443,6.60886,0.0902066,450.95,0.657967,539.159
2,pi-,-5.65425,0.0200453,0.120194,-0.088602,1097.45,0.656771,537.984
3,pi-,-3.78297,-0.130361,25.2009,-0.0103616,1769.95,0.620004,509.264
1,pi+,-5.13162,0.0222097,-9.20063,-0.0889215,450.95,0.342684,241.629
2,mu+,-1.392,0.038222,-12.4741,0.0107792,1097.45,0.230931,151.382
3,mu+,13.0243,0.0296197,-16.7381,-0.0332173,1769.95,0.205189,129.388
1,pi-,5.40764,0.348041,-4.06584,-0.0949993,450.95,1.37652,1290.27
1,mu+,10.7538,0.0256694,-13.5368,-0.214188,450.95,0.292771,273.042
2,mu+,40.592,0.0326673,-26.1303,-0.020015,1097.5,0.0606282,22.0413
1,pi+,19.3797,-0.21828,5.54432,-0.141606,450.95,0.195216,214.389
1,pi-,-1.3909,-0.0338686,1.20977,0.00216139,450.95,0.537053,416.36
2,pi-,-0.417097,-0.0197891,4.5528,0.0296357,1097.45,0.535445,414.913
3,pi-,0.726685,0.00545626,1.28579,0.0358812,1769.95,0.534152,413.707
1,pi+,0.3749,0.0698067,15.4924,0.194884,450.95,1.21112,1097.02
1,mu-,-0.409487,-0.00800987,-4.79756,-0.00339029,450.95,0.0991862,39.5214
2,mu-,0.483132,0.00929924,-9.35921,-0.00730588,1097.45,0.095701,37.3878
3,mu-,0.534443,0.00226256,-10.9308,-0.012909,1769.95,0.0917187,34.868
1,pi+,9.06269,-0.0353985,-12.9172,-0.125586,450.95,0.440515,340.595
1,mu-,-2.31283,-0.00290428,16.6272,0.0895794,450.95,0.427568,343.798
3,mu-,-23.3959,-0.0248822,13.4663,-0.0502474,1769.95,0.23172,155.113
1,pi+,15.3408,0.0418019,-11.6278,-0.108508,450.95,0.397179,297.182
2,mu+,7.2269,-0.039957,-26.6473,-0.0449003,1097.5,0.202414,130.451
1,pi-,7.77577,-0.0200931,0.918247,0.165347,450.95,1.0854,967.368
2,pi-,17.4736,0.0615372,-6.95909,0.153527,1097.45,1.08431,966.124
1,pi-,2.20256,0.142151,-0.976533,0.231208,450.95,1.42756,1320.25
1,pi+,18.1124,0.196384,-0.420858,-0.129677,450.95,0.59773,517.803
1,pi+,11.8093,0.179275,16.4314,0.0964683,450.95,0.594445,504.084
2,pi+,5.36558,0.0484823,32.1897,0.158099,1097.5,0.429425,341.295
1,pi-,-9.13374,-0.101147,-13.1148,-0.120655,450.95,0.559967,458.62
1,mu-,0.764554,-0.0126593,0.445126,0.00740805,450.95,0.238273,155.403
2,mu-,-2.50056,-0.0115516,0.430335,-0.00791438,1097.45,0.236537,153.782
3,mu-,-3.88532,-0.0162429,-0.0859941,-0.00592577,1769.95,0.235087,152.66
1,mu+,1.96509,0.00248797,-10.9268,-0.0405958,450.95,0.123447,61.8438
2,mu+,-2.59329,-0.0283552,-24.8685,-0.0263477,1097.45,0.121572,59.9968
1,pi+,2.73389,0.134435,7.28145,0.0298204,450.95,0.920282,801.366
2,pi+,9.53975,0.127217,12.7785,-0.0401249,1097.45,0.918306,798.812
3,pi+,-7.78706,-0.113601,-43.3195,0.0363874,1769.95,0.840967,721.205
1,mu+,-9.18864,0.0229582,1.89408,-0.0644955,450.95,0.901199,804.292
2,mu+,-6.62858,-0.0244645,-2.67859,-0.0631312,1097.45,0.899924,802.973
3,mu+,-32.8463,0.0419051,11.8559,0.0498437,1769.95,0.821239,724.906
1,mu-,-11.3293,-0.0519942,-6.90698,-0.11108,450.95,0.31012,244.17
1,pi+,16.1827,0.102446,-10.906,-0.29196,450.95,0.63027,576.29
1,pi+,-10.1119,-0.0702639,4.9495,0.0585428,450.95,0.26423,172.938
2,mu+,-16.7542,-0.0697735,-1.05717,-0.0404557,1097.45,0.232477,162.136
3,mu+,-35.4187,0.0191652,25.6442,0.0392029,1769.95,0.126216,64.6302
1,pi+,2.76563,0.0267495,-0.0560394,-0.0375181,450.95,0.811385,685.02
2,mu+,2.66269,-0.0295429,-4.6936,-0.0376865,1097.45,0.801398,704.091
3,mu+,-8.40523,0.0456315,10.7653,0.0166123,1769.95,0.799911,702.661
1,mu+,0.488484,0.110476,-0.0132971,0.000202152,450.95,0.588066,501.952
2,mu+,-10.4574,-0.0345029,-0.595258,0.102699,1097.45,0.5873,500.826
3,mu+,3.14342,-0.100655,-12.4197,0.0218023,1769.95,0.535917,450.199
